time,cooperation_rate,51,55,59,334,398,462
0.0,0.2500000122102497,0.0020746887966804,0.0020746887966804,0.0020746887966804,0.0020746887966804,0.0020746887966804,0.0020746887966804
10.0,0.1484314702651782,0.0024724461099018,0.0025370015349811,0.0026271113855056,0.0026271113855056,0.0025370015349811,0.0024724461099018
70.0,0.4129213324584262,0.0169185904856144,0.0174001638164067,0.0139401189686662,0.0139401189686662,0.0174001638164067,0.0169185904856144
80.0,0.4113712293577887,0.0180888973149592,0.0185198119808084,0.0139972618572826,0.0139972618572826,0.0185198119808084,0.0180888973149592
90.0,0.409705141633242,0.0191240220456418,0.0194944196034074,0.0138861150915996,0.0138861150915996,0.0194944196034074,0.0191240220456418
100.0,0.407895732719264,0.020102425076584,0.020406139600606,0.0136814457570038,0.0136814457570038,0.020406139600606,0.020102425076584
110.0,0.4059406375315214,0.0210655849260939,0.0212981053154567,0.0134207977658119,0.0134207977658119,0.0212981053154567,0.0210655849260939
120.0,0.4038507884407987,0.0220339678561514,0.0221914617657398,0.0131226093420414,0.0131226093420414,0.0221914617657398,0.0220339678561514
130.0,0.4016442691143152,0.0230171411491762,0.0230960225263343,0.0127963687798983,0.0127963687798983,0.0230960225263343,0.0230171411491762
140.0,0.3993432143637355,0.0240191537350098,0.0240158994339178,0.0124475898395724,0.0124475898395724,0.0240158994339178,0.0240191537350098
150.0,0.3969721166691232,0.0250412497736889,0.0249523255897098,0.01208012894231,0.01208012894231,0.0249523255897098,0.0250412497736889
160.0,0.3945567297411717,0.0260832405812677,0.0259050740534453,0.0116972383102902,0.0116972383102902,0.0259050740534453,0.0260832405812677
170.0,0.3921232134444346,0.0271442319176284,0.0268732036184269,0.0113020284083756,0.0113020284083756,0.0268732036184269,0.0271442319176284
180.0,0.3896973817876944,0.0282230479782239,0.0278554877286697,0.0108976506477602,0.0108976506477602,0.0278554877286697,0.0282230479782239
190.0,0.3873040152092677,0.0293185133390107,0.0288506940407509,0.0104873432568555,0.0104873432568555,0.0288506940407509,0.0293185133390107
200.0,0.3849662419363837,0.030429666412892,0.0298577909351969,0.0100744078647771,0.0100744078647771,0.0298577909351969,0.030429666412892
210.0,0.3827050095088714,0.0315559360747189,0.0308761139807344,0.0096621510458309,0.0096621510458309,0.0308761139807344,0.0315559360747189
220.0,0.3805386697757962,0.0326972936402279,0.0319055053414057,0.0092538102994172,0.0092538102994172,0.0319055053414057,0.0326972936402279
230.0,0.3784826952494535,0.0338543840049895,0.0329464305153464,0.0088524770274286,0.0088524770274286,0.0329464305153464,0.0338543840049895
240.0,0.3765495353602277,0.0350286369220092,0.0340000738346025,0.0084610252905599,0.0084610252905599,0.0340000738346025,0.0350286369220092
250.0,0.3747486104929126,0.0362223593091986,0.035068413932962,0.0080820524735919,0.0080820524735919,0.035068413932962,0.0362223593091986
520.0,0.3730129989363823,0.12141656196805,0.1056237918275213,0.0054883458290638,0.0054883458290638,0.1056237918275213,0.12141656196805
530.0,0.3744946331092793,0.1293309206561235,0.1115339385076526,0.0057006089059464,0.0057006089059464,0.1115339385076526,0.1293309206561235
540.0,0.3760592103523776,0.1374306623081802,0.1174211877503968,0.0059281998761476,0.0059281998761476,0.1174211877503968,0.1374306623081802
550.0,0.3776841524240026,0.1455278037912765,0.1231151683178938,0.006165884344243,0.006165884344243,0.1231151683178938,0.1455278037912765
560.0,0.3793407574957196,0.1534147029886788,0.1284384863325875,0.0064077285033268,0.0064077285033268,0.1284384863325875,0.1534147029886788
570.0,0.3809954743233432,0.1608891155646253,0.1332293772329336,0.0066477631485646,0.0066477631485646,0.1332293772329336,0.1608891155646253
580.0,0.3826122738478349,0.1677809171196849,0.1373637445266951,0.0068807287385668,0.0068807287385668,0.1373637445266951,0.1677809171196849
590.0,0.384155928374725,0.1739729067318085,0.1407701489889289,0.0071026907598622,0.0071026907598622,0.1407701489889289,0.1739729067318085
600.0,0.3855957019913424,0.1794100296782637,0.1434336969471159,0.0073113553286992,0.0073113553286992,0.1434336969471159,0.1794100296782637
610.0,0.3869087209804655,0.1840958568943353,0.1453889956223275,0.0075060335008841,0.0075060335008841,0.1453889956223275,0.1840958568943353
1030.0,0.4115792050091834,0.2196323246886816,0.1062474223352342,0.0124512884357589,0.0124512884357589,0.1062474223352342,0.2196323246886816
1040.0,0.4121267723982943,0.2199547207014882,0.1052903080546866,0.0125410618171911,0.0125410618171911,0.1052903080546866,0.2199547207014882
1050.0,0.412671345465711,0.2202771404439868,0.1043467986648536,0.0126296675618654,0.0126296675618654,0.1043467986648536,0.2202771404439868
1060.0,0.4132128382867672,0.220599728992974,0.1034166966686176,0.0127171073226706,0.0127171073226706,0.1034166966686176,0.220599728992974
1070.0,0.4137511749199458,0.2209226162278292,0.1024998005713096,0.0128033835121598,0.0128033835121598,0.1024998005713096,0.2209226162278292
1080.0,0.4142862885127625,0.2212459185022844,0.1015959060375293,0.0128884992812814,0.0128884992812814,0.1015959060375293,0.2212459185022844
1090.0,0.414818120496118,0.2215697400820256,0.1007048068668834,0.012972458495693,0.012972458495693,0.1007048068668834,0.2215697400820256
1100.0,0.4153466198571478,0.2218941743816076,0.0998262958160745,0.0130552657101909,0.0130552657101909,0.0998262958160745,0.2218941743816076
1110.0,0.4158717424818,0.2222193050293682,0.098960165290608,0.0131369261417045,0.0131369261417045,0.098960165290608,0.2222193050293682
1120.0,0.4163934505594051,0.2225452067849331,0.0981062079258529,0.0132174456412335,0.0132174456412335,0.0981062079258529,0.2225452067849331
1130.0,0.4169117120424424,0.2228719463304105,0.0972642170742064,0.0132968306650444,0.0132968306650444,0.0972642170742064,0.2228719463304105
1140.0,0.417426500155503,0.2231995829533818,0.0964339872125836,0.0133750882453931,0.0133750882453931,0.0964339872125836,0.2231995829533818
1150.0,0.417937792948186,0.2235281691372503,0.0956153142823145,0.0134522259609969,0.0134522259609969,0.0956153142823145,0.2235281691372503
1160.0,0.4184455728872682,0.2238577510723222,0.0948079959717166,0.0135282519074394,0.0135282519074394,0.0948079959717166,0.2238577510723222
1170.0,0.4189498264840582,0.2241883690991362,0.0940118319500705,0.0136031746676658,0.0136031746676658,0.0940118319500705,0.2241883690991362
1180.0,0.4194505439533096,0.2245200580939488,0.0932266240604249,0.0136770032826965,0.0136770032826965,0.0932266240604249,0.2245200580939488
1190.0,0.4199477189005063,0.224852847804924,0.0924521764775479,0.0137497472226669,0.0137497472226669,0.0924521764775479,0.224852847804924
1200.0,0.4204413480346857,0.2251867631463916,0.0916882958363945,0.013821416358282,0.013821416358282,0.0916882958363945,0.2251867631463916
1210.0,0.4209314309043137,0.2255218244575306,0.0909347913356685,0.013892020932761,0.013892020932761,0.0909347913356685,0.2255218244575306
1220.0,0.4214179696539828,0.2258580477309665,0.0901914748203646,0.0139615715343322,0.0139615715343322,0.0901914748203646,0.2258580477309665
1230.0,0.4219009687999889,0.2261954448160169,0.0894581608466032,0.0140300790693293,0.0140300790693293,0.0894581608466032,0.2261954448160169
1240.0,0.4223804350230256,0.2265340236006747,0.0887346667315661,0.0140975547359312,0.0140975547359312,0.0887346667315661,0.2265340236006747
1250.0,0.4228563769764668,0.2268737881758581,0.0880208125909282,0.014164009998579,0.014164009998579,0.0880208125909282,0.2268737881758581
1260.0,0.4233288051088517,0.2272147389849693,0.0873164213658091,0.0142294565630986,0.0142294565630986,0.0873164213658091,0.2272147389849693
1270.0,0.4237977314993491,0.2275568729613836,0.0866213188409639,0.0142939063525513,0.0142939063525513,0.0866213188409639,0.2275568729613836
1280.0,0.4242631697051109,0.227900183656123,0.0859353336556688,0.0143573714838304,0.0143573714838304,0.0859353336556688,0.227900183656123
1290.0,0.4247251346195397,0.2282446613576474,0.0852582973085277,0.0144198642450185,0.0144198642450185,0.0852582973085277,0.2282446613576474
1300.0,0.425183642340598,0.22859029320542,0.0845900441572364,0.014481397073516,0.014481397073516,0.0845900441572364,0.22859029320542
1310.0,0.4256387100483809,0.2289370632986544,0.0839304114141702,0.0145419825349488,0.0145419825349488,0.0839304114141702,0.2289370632986544
1320.0,0.4260903558912571,0.2292849528014444,0.0832792391385244,0.01460163330286,0.01460163330286,0.0832792391385244,0.2292849528014444
1330.0,0.4265385988799394,0.2296339400452765,0.0826363702256107,0.0146603621391905,0.0146603621391905,0.0826363702256107,0.2296339400452765
1340.0,0.426983458788934,0.2299840006297748,0.0820016503938129,0.0147181818755472,0.0147181818755472,0.0820016503938129,0.2299840006297748
1350.0,0.4274249560648479,0.2303351075223686,0.0813749281696136,0.0147751053952595,0.0147751053952595,0.0813749281696136,0.2303351075223686
1360.0,0.4278631117411031,0.2306872311574556,0.0807560548710296,0.0148311456162219,0.0148311456162219,0.0807560548710296,0.2306872311574556
1370.0,0.4282979473586322,0.2310403395355103,0.0801448845897306,0.0148863154745168,0.0148863154745168,0.0801448845897306,0.2310403395355103
1380.0,0.4287294848921809,0.2313943983224949,0.0795412741720576,0.0149406279088145,0.0149406279088145,0.0795412741720576,0.2313943983224949
1390.0,0.4291577466818721,0.2317493709498399,0.0789450831991152,0.0149940958455409,0.0149940958455409,0.0789450831991152,0.2317493709498399
1400.0,0.4295827553697142,0.2321052187151802,0.078356173966071,0.0150467321848067,0.0150467321848067,0.078356173966071,0.2321052187151802
1410.0,0.4300045338407601,0.2324619008839692,0.0777744114607619,0.0150985497870876,0.0150985497870876,0.0777744114607619,0.2324619008839692
1420.0,0.43042310516866,0.232819374792033,0.0771996633416852,0.0151495614606453,0.0151495614606453,0.0771996633416852,0.232819374792033
1430.0,0.4308384925653471,0.2331775959490681,0.0766317999154203,0.0151997799496774,0.0151997799496774,0.0766317999154203,0.2331775959490681
