1,2,2,4,C,D,0,1,0,0,0,0,0,0,0,0
2,2,2,4,C,D,0,1,0,0,0,1,0,0,0,0
3,2,2,4,C,D,0,1,0,0,0,1,0,0,0,1
4,2,2,4,C,D,0,1,0,0,0,1,0,0,1,0
5,2,2,4,C,D,0,1,0,0,0,1,0,0,1,1
6,2,2,4,C,D,0,1,0,0,0,1,0,1,0,0
7,2,2,4,C,D,0,1,0,0,0,1,0,1,0,1
8,2,2,4,C,D,0,1,0,0,0,1,0,1,1,0
9,2,2,4,C,D,0,1,0,0,0,1,0,1,1,1
10,2,2,4,C,D,0,1,0,0,0,1,1,0,0,0
11,2,2,4,C,D,0,1,0,0,0,1,1,0,0,1
12,2,2,4,C,D,0,1,0,0,0,1,1,0,1,0
13,2,2,4,C,D,0,1,0,0,0,1,1,0,1,1
14,2,2,4,C,D,0,1,0,0,0,1,1,1,0,0
15,2,2,4,C,D,0,1,0,0,0,1,1,1,0,1
16,2,2,4,C,D,0,1,0,0,0,1,1,1,1,0
17,2,2,4,C,D,0,1,0,0,0,1,1,1,1,1
18,2,2,4,C,D,0,1,0,0,1,0,0,0,0,0
19,2,2,4,C,D,0,1,0,0,1,0,0,0,0,1
20,2,2,4,C,D,0,1,0,0,1,0,0,0,1,0
21,2,2,4,C,D,0,1,0,0,1,0,0,0,1,1
22,2,2,4,C,D,0,1,0,0,1,0,0,1,0,0
23,2,2,4,C,D,0,1,0,0,1,0,0,1,0,1
24,2,2,4,C,D,0,1,0,0,1,0,0,1,1,0
25,2,2,4,C,D,0,1,0,0,1,0,0,1,1,1
26,2,2,4,C,D,0,1,0,0,1,0,1,0,0,0
27,2,2,4,C,D,0,1,0,0,1,0,1,0,0,1
28,2,2,4,C,D,0,1,0,0,1,0,1,0,1,0
29,2,2,4,C,D,0,1,0,0,1,0,1,0,1,1
30,2,2,4,C,D,0,1,0,0,1,0,1,1,0,0
31,2,2,4,C,D,0,1,0,0,1,0,1,1,0,1
32,2,2,4,C,D,0,1,0,0,1,0,1,1,1,0
33,2,2,4,C,D,0,1,0,0,1,0,1,1,1,1
34,2,2,4,C,D,0,1,0,0,1,1,0,0,0,0
35,2,2,4,C,D,0,1,0,0,1,1,0,0,0,1
36,2,2,4,C,D,0,1,0,0,1,1,0,0,1,0
37,2,2,4,C,D,0,1,0,0,1,1,0,0,1,1
38,2,2,4,C,D,0,1,0,0,1,1,0,1,0,0
39,2,2,4,C,D,0,1,0,0,1,1,0,1,0,1
40,2,2,4,C,D,0,1,0,0,1,1,0,1,1,0
41,2,2,4,C,D,0,1,0,0,1,1,0,1,1,1
42,2,2,4,C,D,0,1,0,0,1,1,1,0,0,0
43,2,2,4,C,D,0,1,0,0,1,1,1,0,0,1
44,2,2,4,C,D,0,1,0,0,1,1,1,0,1,0
45,2,2,4,C,D,0,1,0,0,1,1,1,0,1,1
46,2,2,4,C,D,0,1,0,0,1,1,1,1,0,0
47,2,2,4,C,D,0,1,0,0,1,1,1,1,0,1
48,2,2,4,C,D,0,1,0,0,1,1,1,1,1,0
49,2,2,4,C,D,0,1,0,0,1,1,1,1,1,1
50,2,2,4,C,D,0,1,0,1,0,0,0,0,0,0
51,2,2,4,C,D,0,1,0,1,0,0,0,0,0,1
52,2,2,4,C,D,0,1,0,1,0,0,0,0,1,0
53,2,2,4,C,D,0,1,0,1,0,0,0,0,1,1
54,2,2,4,C,D,0,1,0,1,0,0,0,1,0,0
55,2,2,4,C,D,0,1,0,1,0,0,0,1,0,1
