time,cooperation_rate,55,63,70,78,183,191,262,270,285,390,398,413
0.0,0.2500000122102497,0.0020746887966804,0.0020746887966804,0.0020746887966804,0.0020746887966804,0.0020746887966804,0.0020746887966804,0.0020746887966804,0.0020746887966804,0.0020746887966804,0.0020746887966804,0.0020746887966804,0.0020746887966804
10.0,0.1531919521183014,0.0021671778916811,0.0022414529889718,0.0009965744813347,0.0010183445503443,0.0015491606697167,0.0016473470251585,0.0016473470251585,0.0022414529889718,0.0010183445503443,0.0015491606697167,0.0021671778916811,0.0009965744813347
70.0,0.4127939086170775,0.0161642071562549,0.0134894015116303,0.0004786365027945,0.0004263094544613,7.883960692540614e-05,7.777223096056869e-05,7.777223096056869e-05,0.0134894015116303,0.0004263094544613,7.883960692540614e-05,0.0161642071562549,0.0004786365027945
80.0,0.4119643751306452,0.017764332644886,0.0140289388667592,0.0004110196147008,0.0003662690530785,7.903805007838809e-05,7.793854827601327e-05,7.793854827601327e-05,0.0140289388667592,0.0003662690530785,7.903805007838809e-05,0.017764332644886,0.0004110196147008
90.0,0.4111169153200891,0.0191707850237982,0.0143345346065265,0.0003684863698924,0.0003302156819032,7.953283312731456e-05,7.83922377607037e-05,7.83922377607037e-05,0.0143345346065265,0.0003302156819032,7.953283312731456e-05,0.0191707850237982,0.0003684863698924
100.0,0.4101979848731572,0.0204688260842399,0.0144926487451699,0.0003434657265872,0.000309791380328,8.020300245202786e-05,7.901397619467656e-05,7.901397619467656e-05,0.0144926487451699,0.000309791380328,8.020300245202786e-05,0.0204688260842399,0.0003434657265872
110.0,0.4091745094832659,0.0217250746386801,0.0145630622012037,0.0003295728310495,0.0002987819710276,8.095514272634956e-05,7.971251116614592e-05,7.971251116614592e-05,0.0145630622012037,0.0002987819710276,8.095514272634956e-05,0.0217250746386801,0.0003295728310495
120.0,0.4080300326067307,0.0229874955499635,0.0145839054943529,0.0003224285869563,0.0002932327006789,8.173872533140916e-05,8.043894743027653e-05,8.043894743027653e-05,0.0145839054943529,0.0002932327006789,8.173872533140916e-05,0.0229874955499635,0.0003224285869563
130.0,0.4067600551378895,0.0242911284269104,0.0145792337519646,0.0003193186590213,0.000290827820006,8.253933293011072e-05,8.117976253442455e-05,8.117976253442455e-05,0.0145792337519646,0.000290827820006,8.253933293011072e-05,0.0242911284269104,0.0003193186590213
140.0,0.4053683949926912,0.0256634678349793,0.0145647607044888,0.0003186616202258,0.0002902849453703,8.336698698822333e-05,8.1945249756134e-05,8.1945249756134e-05,0.0145647607044888,0.0002902849453703,8.336698698822333e-05,0.0256634678349793,0.0003186616202258
150.0,0.4038645644323367,0.0271283171201208,0.0145514913732509,0.0003195843692025,0.0002909328778921,8.424700839645073e-05,8.27605391133501e-05,8.27605391133501e-05,0.0145514913732509,0.0002909328778921,8.424700839645073e-05,0.0271283171201208,0.0003195843692025
160.0,0.4022618629360345,0.0287083865808506,0.014547894375336,0.0003216403767548,0.0002924522418007,8.521453916229592e-05,8.36602346175847e-05,8.36602346175847e-05,0.014547894375336,0.0002924522418007,8.521453916229592e-05,0.0287083865808506,0.0003216403767548
170.0,0.4005759196095853,0.0304270988534865,0.0145611970953582,0.0003246379693105,0.0002947261710265,8.631209363928981e-05,8.468602147066484e-05,8.468602147066484e-05,0.0145611970953582,0.0002947261710265,8.631209363928981e-05,0.0304270988534865,0.0003246379693105
180.0,0.3988234975032747,0.032309954797227,0.0145981839779314,0.000328541327502,0.0002977584096242,8.758937514229068e-05,8.588648393853524e-05,8.588648393853524e-05,0.0145981839779314,0.0002977584096242,8.758937514229068e-05,0.032309954797227,0.000328541327502
190.0,0.3970214306702735,0.034385681398484,0.0146657203636934,0.0003334168061497,0.0003016312111572,8.91048700158628e-05,8.731865114036472e-05,8.731865114036472e-05,0.0146657203636934,0.0003016312111572,8.91048700158628e-05,0.034385681398484,0.0003334168061497
