time,cooperation_rate,83,85,428,460
0.0,0.2500000122102497,0.0020746887966804,0.0020746887966804,0.0020746887966804,0.0020746887966804
10.0,0.3146875611114658,0.0051791952811276,0.0122311394783252,0.0122311394783252,0.0051791952811276
70.0,0.4225795336646529,0.0145215055760755,0.0681919980209575,0.0681919980209575,0.0145215055760755
80.0,0.4218207924497225,0.0152812043553157,0.075146393402565,0.075146393402565,0.0152812043553157
90.0,0.4201190478341192,0.0160506943476522,0.0819140951686503,0.0819140951686503,0.0160506943476522
100.0,0.4175963192536409,0.0168332402099082,0.0885202048219288,0.0885202048219288,0.0168332402099082
110.0,0.4144255466644763,0.0176210915906678,0.0949600526119172,0.0949600526119172,0.0176210915906678
120.0,0.4107876899962243,0.0184038692957748,0.1012233924575579,0.1012233924575579,0.0184038692957748
130.0,0.4068510452126248,0.0191716181532068,0.1072997562398944,0.1072997562398944,0.0191716181532068
140.0,0.4027633316796569,0.0199157781019053,0.1131781477101704,0.1131781477101704,0.0199157781019053
150.0,0.3986498554461294,0.0206294417221002,0.1188464538196785,0.1188464538196785,0.0206294417221002
160.0,0.394613892437799,0.0213073908810519,0.1242918807313619,0.1242918807313619,0.0213073908810519
170.0,0.3907376103373933,0.0219460536726477,0.129502162779579,0.129502162779579,0.0219460536726477
180.0,0.3870831178913231,0.0225434060853281,0.1344669639664365,0.1344669639664365,0.0225434060853281
190.0,0.3836937512004013,0.0230988191300608,0.1391790232671776,0.1391790232671776,0.0230988191300608
200.0,0.3805957741921461,0.0236128579813332,0.1436348240338852,0.1436348240338852,0.0236128579813332
210.0,0.3778005459120833,0.0240870492697741,0.1478347571679938,0.1478347571679938,0.0240870492697741
220.0,0.3753070577613921,0.0245236375633079,0.1517828638164882,0.1517828638164882,0.0245236375633079
230.0,0.3731046480367838,0.0249253513162879,0.1554862930804196,0.1554862930804196,0.0249253513162879
240.0,0.3711756763036988,0.0252951939555492,0.1589546131953358,0.1589546131953358,0.0252951939555492
250.0,0.3694979707213314,0.0256362696111786,0.1621990911516501,0.1621990911516501,0.0256362696111786
520.0,0.3585863633707922,0.030635722973897,0.201056326420276,0.201056326420276,0.030635722973897
530.0,0.3585028744741421,0.0307682643513935,0.2015130585813634,0.2015130585813634,0.0307682643513935
540.0,0.3584234141810847,0.0308994339147833,0.2019337176836107,0.2019337176836107,0.0308994339147833
550.0,0.3583477145249081,0.0310292996050415,0.2023204447381378,0.2023204447381378,0.0310292996050415
560.0,0.3582755482847712,0.0311579237255025,0.2026752726951523,0.2026752726951523,0.0311579237255025
570.0,0.35820672187468,0.0312853637380447,0.2030001315943912,0.2030001315943912,0.0312853637380447
580.0,0.3581410695198164,0.0314116729258695,0.2032968533198699,0.2032968533198699,0.0314116729258695
590.0,0.3580784484826807,0.0315369009462227,0.2035671760342532,0.2035671760342532,0.0315369009462227
600.0,0.3580187351458836,0.0316610942923359,0.2038127483512427,0.2038127483512427,0.0316610942923359
610.0,0.3579618217945217,0.0317842966804794,0.2040351332907597,0.2040351332907597,0.0317842966804794
1030.0,0.3574842718114132,0.0364433428445382,0.204479400929023,0.204479400929023,0.0364433428445382
1040.0,0.3575106660776828,0.0365484823066465,0.2044318058583226,0.2044318058583226,0.0365484823066465
1050.0,0.3575385912203434,0.0366535855045241,0.2043848954395863,0.2043848954395863,0.0366535855045241
1060.0,0.3575680372327355,0.0367586655949938,0.2043387569832243,0.2043387569832243,0.0367586655949938
1070.0,0.3575989944637666,0.0368637356002583,0.204293471331298,0.204293471331298,0.0368637356002583
