time,cooperation_rate,85,89,364,428
0.0,0.2500000122102497,0.0020746887966804,0.0020746887966804,0.0020746887966804,0.0020746887966804
10.0,0.1854385129356318,0.0099505878780846,0.01075175466754,0.01075175466754,0.0099505878780846
70.0,0.4140818625316945,0.0610746881736163,0.0660305033751798,0.0660305033751798,0.0610746881736163
80.0,0.4124585300311402,0.0654964031942037,0.0704715474658296,0.0704715474658296,0.0654964031942037
90.0,0.410578829097925,0.069728592611322,0.0746807639969742,0.0746807639969742,0.069728592611322
100.0,0.4084418948245335,0.0739477700679473,0.0788545263259239,0.0788545263259239,0.0739477700679473
110.0,0.4060664880985407,0.0782282138761758,0.0830765022083178,0.0830765022083178,0.0782282138761758
120.0,0.4034815509114248,0.0825922610371281,0.0873738828546044,0.0873738828546044,0.0825922610371281
130.0,0.4007216924115695,0.0870366771484799,0.0917465753455674,0.0917465753455674,0.0870366771484799
140.0,0.3978249642737191,0.0915454075384559,0.0961811724026495,0.0961811724026495,0.0915454075384559
150.0,0.3948314372304287,0.096095788147449,0.10065765236807,0.10065765236807,0.096095788147449
160.0,0.3917819419995662,0.100661817878138,0.1051528216650291,0.1051528216650291,0.100661817878138
170.0,0.3887167762294596,0.1052161448346008,0.1096423320803674,0.1096423320803674,0.1052161448346008
180.0,0.3856743822931193,0.1097314750392745,0.1141020589854705,0.1141020589854705,0.1097314750392745
190.0,0.3826900847948017,0.11418167906512,0.1185091501498435,0.1185091501498435,0.11418167906512
200.0,0.3797949978579613,0.1185426820468002,0.1228428470213876,0.1228428470213876,0.1185426820468002
210.0,0.3770151978220906,0.1227931478194442,0.1270850983549756,0.1270850983549756,0.1227931478194442
220.0,0.3743712226937021,0.1269149482383868,0.1312209631685984,0.1312209631685984,0.1269149482383868
230.0,0.3718779173541416,0.1308934143549426,0.1352388038047584,0.1352388038047584,0.1308934143549426
240.0,0.3695446027366195,0.1347173812043578,0.1391302835055146,0.1391302835055146,0.1347173812043578
250.0,0.3673755150484622,0.1383790535773934,0.1428901971737641,0.1428901971737641,0.1383790535773934
520.0,0.3435397361215966,0.1859205467754439,0.2080288386254294,0.2080288386254294,0.1859205467754439
530.0,0.3430797692046236,0.1863836698085499,0.20967093230716,0.20967093230716,0.1863836698085499
540.0,0.3426224780069964,0.1867872558627284,0.2112834945161132,0.2112834945161132,0.1867872558627284
550.0,0.3421672567063895,0.1871336858779096,0.2128678783497427,0.2128678783497427,0.1871336858779096
560.0,0.3417136060038437,0.1874252614636611,0.2144253598488477,0.2144253598488477,0.1874252614636611
570.0,0.3412611174461077,0.1876642093903322,0.2159571460951044,0.2159571460951044,0.1876642093903322
580.0,0.3408094598815555,0.1878526852001528,0.2174643820885023,0.2174643820885023,0.1878526852001528
590.0,0.3403583677863346,0.1879927760925648,0.2189481565620853,0.2189481565620853,0.1879927760925648
600.0,0.3399076312236467,0.1880865032235243,0.2204095068798674,0.2204095068798674,0.1880865032235243
610.0,0.339457087224472,0.1881358235428543,0.2218494231509665,0.2218494231509665,0.1881358235428543
1030.0,0.320787401555352,0.1679684690421247,0.2713772638963625,0.2713772638963625,0.1679684690421247
1040.0,0.3203629498369681,0.1672312684322153,0.2724140318919555,0.2724140318919555,0.1672312684322153
1050.0,0.3199400591829318,0.166489634099617,0.2734469365983116,0.2734469365983116,0.166489634099617
1060.0,0.3195187618954661,0.1657438492737168,0.2744760434217493,0.2744760434217493,0.1657438492737168
1070.0,0.3190990893538737,0.1649941852377157,0.2755014114820023,0.2755014114820023,0.1649941852377157
1080.0,0.3186810720300383,0.164240901952382,0.2765230939857442,0.2765230939857442,0.164240901952382
1090.0,0.318264739503528,0.1634842486468181,0.2775411385835201,0.2775411385835201,0.1634842486468181
1100.0,0.3178501204762731,0.1627244643775595,0.2785555877104838,0.2785555877104838,0.1627244643775595
1110.0,0.3174372427868289,0.1619617785573256,0.2795664789113813,0.2795664789113813,0.1619617785573256
1120.0,0.3170261334242159,0.161196411454741,0.2805738451502272,0.2805738451502272,0.161196411454741
